Unnamed: 0,checking_balance,months_loan_duration,credit_history,amount,savings_balance,installment_rate,personal_status,other_debtors,property,age,installment_plan,housing,existing_credits,default,dependents,foreign_worker,job,gender,residence_history_months,employment_length_months,telephone_flag,purpose_grouped,employment_stable,employment_risk,residence_stable,residence_risk,stability_score
362,656.0,12,delayed,2247,88.0,2,single,none,other,36,stores,own,2,0,1,yes,skilled employee,female,6,30,1,car (new),1,0,0,0,20.4
363,0.0,6,repaid,1766,30.0,1,married,none,building society savings,21,none,rent,1,0,1,yes,skilled employee,male,6,30,0,furniture,1,0,0,0,20.4
364,-15.0,18,repaid,2473,97.0,4,single,none,other,25,none,own,1,1,1,yes,unemployed non-resident,male,6,0,0,furniture,0,1,0,0,2.4000000000000004
365,0.0,12,repaid,1542,34.0,2,single,none,other,36,none,own,1,0,1,yes,skilled employee,male,96,66,1,business,1,0,1,0,78.0
366,0.0,18,critical,3850,0.0,3,single,none,other,27,none,own,2,0,1,yes,skilled employee,male,6,66,0,car (used),1,0,0,0,42.0
367,-14.0,18,repaid,3650,15.0,1,single,none,other,22,none,rent,1,0,1,yes,skilled employee,female,96,6,0,furniture,0,0,1,0,42.00000000000001
368,-40.0,36,repaid,3446,88.0,4,single,none,other,42,none,own,1,1,2,yes,skilled employee,male,6,120,0,furniture,1,0,0,0,74.4
369,166.0,18,repaid,3001,84.0,2,single,none,real estate,40,none,rent,1,0,1,yes,skilled employee,female,60,66,0,furniture,1,0,1,0,63.6
370,0.0,36,repaid,3079,0.0,4,single,none,real estate,36,none,own,1,0,1,yes,skilled employee,male,96,30,0,car (new),1,0,1,0,56.400000000000006
371,0.0,18,critical,6070,43.0,3,single,none,other,33,none,own,2,0,1,yes,skilled employee,male,96,66,1,radio/tv,1,0,1,0,78.0
372,0.0,10,critical,2146,26.0,1,single,none,real estate,23,none,rent,2,0,1,yes,skilled employee,female,24,6,0,furniture,0,0,1,0,13.200000000000001
373,0.0,60,critical,13756,0.0,2,single,none,other,63,bank,for free,1,0,1,yes,mangement self-employed,male,60,120,1,car (new),1,0,1,0,96.0
374,39.0,60,fully repaid this bank,14782,322.0,3,single,none,other,60,bank,for free,2,1,1,yes,mangement self-employed,female,60,120,1,others,1,0,1,0,96.0
375,-10.0,48,fully repaid this bank,7685,23.0,2,single,guarantor,other,37,none,rent,1,1,1,yes,skilled employee,female,96,66,0,business,1,0,1,0,78.0
376,0.0,18,delayed,2320,84.0,2,married,none,real estate,34,none,own,2,0,1,yes,skilled employee,male,24,0,0,radio/tv,0,1,1,0,9.600000000000001
377,0.0,7,delayed,846,0.0,3,single,none,other,36,none,for free,1,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
378,154.0,36,repaid,14318,20.0,4,single,none,other,57,none,for free,1,1,1,yes,mangement self-employed,male,6,120,1,car (new),1,0,0,0,74.4
379,0.0,6,critical,362,224.0,4,single,none,other,52,none,own,2,0,1,yes,unskilled resident,female,96,30,0,car (new),1,0,1,0,56.400000000000006
380,-23.0,20,repaid,2212,0.0,4,single,none,other,39,none,own,1,0,1,yes,skilled employee,male,96,30,1,furniture,1,0,1,0,56.400000000000006
381,32.0,18,repaid,12976,29.0,3,single,none,other,38,none,for free,1,1,1,yes,mangement self-employed,female,96,0,1,car (used),0,1,1,0,38.400000000000006
382,0.0,22,repaid,1283,0.0,4,single,none,building society savings,25,none,rent,1,0,1,yes,skilled employee,female,96,66,0,car (new),1,0,1,0,78.0
383,825.0,12,repaid,1330,47.0,4,single,none,real estate,26,none,own,1,0,1,yes,skilled employee,male,6,6,0,car (new),0,0,0,0,6.0
384,0.0,30,delayed,4272,170.0,2,single,none,building society savings,26,none,own,2,0,1,yes,unskilled resident,male,6,30,0,business,1,0,0,0,20.4
385,0.0,18,critical,2238,4.0,2,single,none,other,25,none,own,2,0,1,yes,skilled employee,female,6,30,0,radio/tv,1,0,0,0,20.4
386,0.0,18,repaid,1126,0.0,4,single,none,real estate,21,none,rent,1,0,1,yes,skilled employee,female,6,6,1,radio/tv,0,0,0,0,6.0
387,99.0,18,critical,7374,89.0,4,single,none,building society savings,40,stores,own,2,0,1,yes,mangement self-employed,male,96,0,1,furniture,0,1,1,0,38.400000000000006
388,158.0,15,critical,2326,927.0,2,single,none,other,27,bank,own,1,0,1,yes,skilled employee,male,96,30,0,business,1,0,1,0,56.400000000000006
389,0.0,9,repaid,1449,69.0,3,single,none,other,27,none,own,2,0,1,yes,skilled employee,female,6,66,0,business,1,0,0,0,42.0
390,0.0,18,repaid,1820,42.0,2,married,none,building society savings,30,none,own,1,0,1,yes,mangement self-employed,male,6,30,1,car (new),1,0,0,0,20.4
391,149.0,12,repaid,983,9697.0,1,single,none,real estate,19,none,rent,1,0,1,yes,unskilled resident,female,96,6,0,furniture,0,0,1,0,42.00000000000001
392,-12.0,36,repaid,3249,71.0,2,single,none,other,39,bank,for free,1,0,2,yes,mangement self-employed,male,96,66,1,car (new),1,0,1,0,78.0
393,-44.0,6,critical,1957,57.0,1,single,none,other,31,none,own,1,0,1,yes,skilled employee,female,96,30,0,radio/tv,1,0,1,0,56.400000000000006
394,0.0,9,critical,2406,64.0,2,single,none,other,31,none,own,1,0,1,yes,mangement self-employed,male,60,0,0,furniture,0,1,1,0,24.0
395,126.0,39,delayed,11760,148.0,2,single,none,other,32,none,rent,1,0,1,yes,skilled employee,male,60,66,1,education,1,0,1,0,63.6
396,-24.0,12,repaid,2578,89.0,3,single,none,other,55,none,for free,1,0,1,yes,mangement self-employed,female,96,0,0,furniture,0,1,1,0,38.400000000000006
397,-7.0,36,critical,2348,48.0,3,married,none,building society savings,46,none,own,2,0,1,yes,skilled employee,male,6,30,1,furniture,1,0,0,0,20.4
398,8.0,12,repaid,1223,6.0,1,divorced,none,real estate,46,none,rent,2,1,1,yes,skilled employee,male,6,120,0,car (new),1,0,0,0,74.4
399,0.0,24,critical,1516,10197.0,4,single,none,real estate,43,none,own,2,0,1,yes,unskilled resident,female,6,30,0,radio/tv,1,0,0,0,20.4
400,0.0,18,repaid,1473,21.0,3,married,none,real estate,39,none,own,1,0,1,yes,skilled employee,male,96,0,1,radio/tv,0,1,1,0,38.400000000000006
401,151.0,18,critical,1887,0.0,4,married,none,real estate,28,bank,own,2,0,1,yes,skilled employee,male,96,30,0,business,1,0,1,0,56.400000000000006
402,0.0,24,delayed,8648,72.0,2,single,none,other,27,bank,own,2,1,1,yes,skilled employee,male,6,6,1,business,0,0,0,0,6.0
403,0.0,14,delayed,802,64.0,4,single,none,other,27,none,own,2,0,1,yes,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
404,143.0,18,delayed,2899,0.0,4,single,none,other,43,none,own,1,0,2,yes,skilled employee,male,96,120,0,car (new),1,0,1,0,110.4
405,67.0,24,repaid,2039,20.0,1,married,none,building society savings,22,none,own,1,1,1,yes,skilled employee,male,6,6,1,radio/tv,0,0,0,0,6.0
406,0.0,24,critical,2197,0.0,4,single,none,other,43,none,own,2,0,2,yes,skilled employee,male,96,30,1,car (used),1,0,1,0,56.400000000000006
407,-10.0,15,repaid,1053,92.0,4,married,none,real estate,27,none,own,1,0,1,no,skilled employee,male,6,6,0,radio/tv,0,0,0,0,6.0
408,0.0,24,repaid,3235,912.0,3,divorced,none,other,26,none,own,1,0,1,yes,mangement self-employed,male,6,120,1,radio/tv,1,0,0,0,74.4
409,314.0,12,critical,939,811.0,4,married,none,real estate,28,none,own,3,1,1,yes,skilled employee,male,6,66,1,car (new),1,0,0,0,42.0
410,84.0,24,repaid,1967,85.0,4,single,none,other,20,none,own,1,0,1,yes,skilled employee,female,96,120,1,radio/tv,1,0,1,0,110.4
411,0.0,33,critical,7253,36.0,3,single,none,other,35,none,own,2,0,1,yes,mangement self-employed,male,6,30,1,car (used),1,0,0,0,20.4
412,0.0,12,critical,2292,42.0,4,single,none,other,42,stores,own,2,1,1,yes,mangement self-employed,male,6,0,1,business,0,1,0,0,2.4000000000000004
413,0.0,10,repaid,1597,745.0,3,single,none,other,40,none,rent,1,0,2,no,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
414,-12.0,24,repaid,1381,0.0,4,single,none,building society savings,35,none,own,1,1,1,yes,skilled employee,female,6,30,0,car (new),1,0,0,0,20.4
415,0.0,36,critical,5842,45.0,2,single,none,building society savings,35,none,own,2,0,2,yes,skilled employee,male,6,120,1,car (used),1,0,0,0,74.4
416,-25.0,12,repaid,2579,10.0,4,single,none,real estate,33,none,own,1,1,2,yes,unskilled resident,male,6,6,0,car (new),0,0,0,0,6.0
417,-27.0,18,delayed,8471,0.0,1,single,none,other,23,none,rent,2,0,1,yes,skilled employee,female,6,30,1,education,1,0,0,0,20.4
418,0.0,21,repaid,2782,914.0,1,single,none,other,31,bank,own,1,0,1,yes,mangement self-employed,female,6,30,0,car (new),1,0,0,0,20.4
419,110.0,18,repaid,1042,0.0,4,single,none,building society savings,33,none,own,1,1,1,yes,skilled employee,female,6,30,0,car (new),1,0,0,0,20.4
420,0.0,15,repaid,3186,13074.0,2,single,none,other,20,none,rent,1,0,1,yes,skilled employee,female,24,66,0,car (new),1,0,1,0,49.2
421,132.0,12,repaid,2028,0.0,4,single,none,other,30,none,own,1,0,1,yes,skilled employee,male,6,30,0,car (used),1,0,0,0,20.4
422,170.0,12,critical,958,3.0,2,single,none,real estate,47,none,own,2,0,2,yes,unskilled resident,male,24,66,0,car (new),1,0,1,0,49.2
423,0.0,21,delayed,1591,232.0,4,single,none,real estate,34,none,own,2,0,1,yes,mangement self-employed,male,24,30,0,furniture,1,0,1,0,27.6
424,159.0,12,repaid,2762,0.0,1,single,none,building society savings,25,bank,own,1,1,1,yes,skilled employee,female,6,120,1,furniture,1,0,0,0,74.4
425,30.0,18,repaid,2779,55.0,1,married,none,other,21,none,rent,1,0,1,yes,skilled employee,male,24,30,1,car (used),1,0,1,0,27.6
426,0.0,28,critical,2743,24.0,4,single,none,other,29,none,own,2,0,1,yes,skilled employee,male,6,120,0,radio/tv,1,0,0,0,74.4
427,0.0,18,critical,1149,1216.0,4,single,none,real estate,46,none,own,2,0,1,yes,skilled employee,male,24,30,0,radio/tv,1,0,1,0,27.6
428,0.0,9,repaid,1313,89.0,1,single,none,other,20,none,own,1,0,1,yes,skilled employee,male,96,120,0,furniture,1,0,1,0,110.4
429,-50.0,18,critical,1190,70.0,2,single,none,other,55,none,for free,3,1,2,yes,unemployed non-resident,female,96,0,0,repairs,0,1,1,0,38.400000000000006
430,0.0,5,repaid,3448,3.0,1,single,none,real estate,74,none,own,1,0,1,yes,unskilled resident,male,96,66,0,business,1,0,1,0,78.0
431,92.0,24,repaid,11328,22.0,2,single,co-applicant,other,29,bank,own,2,1,1,yes,mangement self-employed,male,24,30,1,others,1,0,1,0,27.6
432,-47.0,6,critical,1872,34.0,4,single,none,other,36,none,for free,3,0,1,yes,mangement self-employed,male,96,0,1,furniture,0,1,1,0,38.400000000000006
433,0.0,24,critical,2058,71.0,4,divorced,none,real estate,33,none,own,2,0,1,yes,skilled employee,male,6,30,1,repairs,1,0,0,0,20.4
434,-21.0,9,repaid,2136,71.0,3,single,none,real estate,25,none,own,1,0,1,yes,skilled employee,male,6,30,0,furniture,1,0,0,0,20.4
435,87.0,12,repaid,1484,0.0,2,married,none,real estate,25,none,own,1,1,1,yes,skilled employee,male,6,30,1,radio/tv,1,0,0,0,20.4
436,0.0,6,repaid,660,561.0,2,married,none,real estate,23,none,rent,1,0,1,yes,unskilled resident,male,96,66,0,repairs,1,0,1,0,78.0
437,0.0,24,critical,1287,18318.0,4,single,none,real estate,37,none,own,2,0,1,yes,skilled employee,female,60,120,1,car (new),1,0,1,0,96.0
438,-7.0,42,critical,3394,61.0,4,single,co-applicant,other,65,none,own,2,0,1,yes,unemployed non-resident,male,96,0,0,repairs,0,1,1,0,38.400000000000006
439,397.0,12,fully repaid this bank,609,74.0,4,single,none,real estate,26,none,own,1,1,1,yes,unemployed non-resident,female,6,6,0,business,0,0,0,0,6.0
440,0.0,12,repaid,1884,89.0,4,single,none,other,39,none,own,1,0,1,yes,mangement self-employed,male,96,120,1,car (new),1,0,1,0,110.4
441,-22.0,12,repaid,1620,29.0,2,single,co-applicant,building society savings,30,none,own,1,0,1,yes,skilled employee,female,24,30,0,furniture,1,0,1,0,27.6
442,110.0,20,delayed,2629,40.0,2,single,none,other,29,bank,own,2,0,1,yes,skilled employee,male,24,30,1,others,1,0,1,0,27.6
443,0.0,12,repaid,719,32.0,4,single,none,other,41,bank,own,1,1,2,yes,unskilled resident,male,96,120,0,education,1,0,1,0,110.4
444,69.0,48,critical,5096,95.0,2,single,none,other,30,none,own,1,1,1,yes,mangement self-employed,female,24,30,1,furniture,1,0,1,0,27.6
445,0.0,9,critical,1244,0.0,4,single,none,building society savings,41,none,rent,2,0,1,yes,unskilled resident,female,96,120,0,education,1,0,1,0,110.4
446,-24.0,36,repaid,1842,3.0,4,single,none,other,34,none,own,1,1,1,yes,skilled employee,female,96,6,1,car (new),0,0,1,0,42.00000000000001
447,82.0,7,repaid,2576,18.0,2,single,guarantor,real estate,35,none,own,1,0,1,yes,skilled employee,male,6,30,0,radio/tv,1,0,0,0,20.4
448,745.0,12,repaid,1424,0.0,3,single,none,real estate,55,none,own,1,0,1,yes,mangement self-employed,female,96,120,1,furniture,1,0,1,0,110.4
449,190.0,15,delayed,1512,1525.0,3,married,none,building society savings,61,stores,own,2,1,1,yes,skilled employee,male,24,30,0,repairs,1,0,1,0,27.6
450,0.0,36,critical,11054,0.0,4,single,none,other,30,none,own,1,0,1,yes,mangement self-employed,male,6,30,1,car (used),1,0,0,0,20.4
451,0.0,6,repaid,518,26.0,3,single,none,real estate,29,none,own,1,0,1,yes,skilled employee,female,6,30,0,radio/tv,1,0,0,0,20.4
452,0.0,12,fully repaid,2759,83.0,2,single,none,building society savings,34,none,own,2,0,1,yes,skilled employee,male,96,120,0,furniture,1,0,1,0,110.4
453,0.0,24,repaid,2670,86.0,4,single,none,other,35,none,own,1,0,1,yes,mangement self-employed,male,96,120,1,car (used),1,0,1,0,110.4
454,-45.0,24,repaid,4817,87.0,2,single,co-applicant,building society savings,31,none,own,1,1,1,yes,skilled employee,male,24,66,1,car (new),1,0,1,0,49.2
455,0.0,24,repaid,2679,35.0,4,single,none,other,29,none,own,1,0,1,yes,mangement self-employed,female,6,6,1,car (used),0,0,0,0,6.0
456,-8.0,11,critical,3905,96.0,2,single,none,real estate,36,none,rent,2,0,2,yes,skilled employee,male,6,30,0,car (new),1,0,0,0,20.4
457,-38.0,12,repaid,3386,87.0,3,single,none,other,35,none,for free,1,1,1,yes,skilled employee,male,96,120,1,car (used),1,0,1,0,110.4
458,-37.0,6,repaid,343,30.0,4,single,none,real estate,27,none,own,1,0,1,yes,skilled employee,female,6,6,0,others,0,0,0,0,6.0
459,0.0,18,repaid,4594,68.0,3,single,none,other,32,none,own,1,0,1,yes,skilled employee,male,6,6,1,radio/tv,0,0,0,0,6.0
460,-29.0,36,repaid,3620,62.0,1,single,guarantor,building society savings,37,none,own,1,0,2,yes,skilled employee,male,6,30,0,furniture,1,0,0,0,20.4
461,-43.0,15,repaid,1721,22.0,2,single,none,real estate,36,none,own,1,0,1,yes,skilled employee,male,24,6,0,car (new),0,0,1,0,13.200000000000001
462,168.0,12,repaid,3017,91.0,3,single,none,real estate,34,none,rent,1,0,1,yes,mangement self-employed,female,6,6,0,furniture,0,0,0,0,6.0
463,82.0,12,repaid,754,0.0,4,single,none,building society savings,38,none,own,2,0,1,yes,skilled employee,male,96,120,0,others,1,0,1,0,110.4
464,0.0,18,repaid,1950,53.0,4,single,none,other,34,stores,own,2,0,1,yes,skilled employee,male,6,30,1,business,1,0,0,0,20.4
465,-24.0,24,repaid,2924,37.0,3,single,guarantor,other,63,bank,own,1,0,2,yes,skilled employee,male,60,30,1,car (used),1,0,1,0,42.0
466,-47.0,24,delayed,1659,88.0,4,single,none,other,29,none,rent,1,1,1,yes,unskilled resident,female,6,6,1,radio/tv,0,0,0,0,6.0
467,0.0,48,delayed,7238,0.0,3,single,none,other,32,bank,own,2,0,2,yes,skilled employee,male,24,120,0,radio/tv,1,0,1,0,81.6
468,0.0,33,delayed,2764,15.0,2,single,none,other,26,none,own,2,0,1,yes,skilled employee,female,6,30,1,business,1,0,0,0,20.4
469,0.0,24,delayed,4679,25.0,3,single,none,other,35,none,own,2,0,1,yes,unskilled resident,male,60,30,1,car (used),1,0,1,0,42.0
470,150.0,24,repaid,3092,168.0,3,married,none,other,22,none,rent,1,1,1,yes,skilled employee,male,6,6,1,radio/tv,0,0,0,0,6.0
471,-42.0,6,repaid,448,52.0,4,single,none,building society savings,23,none,own,1,1,1,yes,skilled employee,female,96,6,0,education,0,0,1,0,42.00000000000001
472,-45.0,9,repaid,654,98.0,4,single,none,other,28,none,own,1,1,1,yes,unskilled resident,male,60,30,0,car (new),1,0,1,0,42.0
473,0.0,6,repaid,1238,0.0,4,single,none,building society savings,36,none,own,1,0,2,yes,mangement self-employed,male,96,0,1,others,0,1,1,0,38.400000000000006
474,116.0,18,critical,1245,33.0,4,married,none,other,33,none,own,1,1,1,yes,skilled employee,male,6,30,0,radio/tv,1,0,0,0,20.4
475,-46.0,18,fully repaid,3114,69.0,1,single,none,building society savings,26,none,rent,1,1,1,yes,skilled employee,female,96,6,0,furniture,0,0,1,0,42.00000000000001
476,0.0,39,repaid,2569,817.0,4,single,none,other,24,none,own,1,0,1,yes,skilled employee,male,96,30,0,car (used),1,0,1,0,56.400000000000006
477,282.0,24,repaid,5152,16.0,4,single,none,other,25,bank,own,1,0,1,yes,skilled employee,male,6,66,0,radio/tv,1,0,0,0,42.0
478,174.0,12,repaid,1037,126.0,3,single,none,real estate,39,none,own,1,0,1,yes,unskilled resident,male,96,66,0,business,1,0,1,0,78.0
479,-33.0,15,critical,1478,54.0,4,single,none,other,44,none,own,2,0,2,yes,skilled employee,male,96,120,1,furniture,1,0,1,0,110.4
480,167.0,12,critical,3573,31.0,1,single,none,real estate,23,none,own,1,0,1,yes,unskilled resident,female,6,30,0,radio/tv,1,0,0,0,20.4
481,138.0,24,repaid,1201,1.0,4,single,none,building society savings,26,none,own,1,0,1,yes,skilled employee,male,6,6,0,car (new),0,0,0,0,6.0
482,-44.0,30,repaid,3622,14957.0,4,single,none,building society savings,57,none,rent,2,0,1,yes,skilled employee,female,60,120,1,furniture,1,0,1,0,96.0
483,0.0,15,delayed,960,16242.0,3,single,none,building society savings,30,none,own,2,0,1,yes,skilled employee,female,6,30,0,furniture,1,0,0,0,20.4
484,0.0,12,critical,1163,704.0,4,single,none,real estate,44,none,own,1,0,1,yes,skilled employee,male,96,30,1,car (new),1,0,1,0,56.400000000000006
485,72.0,6,delayed,1209,9.0,4,single,none,building society savings,47,none,own,1,1,1,yes,mangement self-employed,male,96,0,1,car (new),0,1,1,0,38.400000000000006
486,0.0,12,repaid,3077,70.0,2,single,none,other,52,none,own,1,0,1,yes,skilled employee,male,96,30,1,radio/tv,1,0,1,0,56.400000000000006
487,0.0,24,repaid,3757,36.0,4,single,co-applicant,other,62,none,for free,1,0,1,yes,skilled employee,female,60,120,1,car (new),1,0,1,0,96.0
488,0.0,10,repaid,1418,388.0,3,single,none,real estate,35,none,rent,1,0,1,no,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
489,0.0,6,repaid,3518,30.0,2,single,guarantor,building society savings,26,none,rent,1,0,1,yes,skilled employee,male,60,30,0,car (new),1,0,1,0,42.0
490,0.0,12,critical,1934,50.0,2,single,none,other,26,none,own,2,0,1,yes,skilled employee,male,6,66,0,radio/tv,1,0,0,0,42.0
491,155.0,27,fully repaid,8318,76.0,2,single,none,other,42,none,for free,2,1,1,yes,mangement self-employed,female,96,120,1,business,1,0,1,0,110.4
492,0.0,6,critical,1237,153.0,1,single,none,building society savings,27,none,own,2,0,1,yes,skilled employee,female,6,30,0,radio/tv,1,0,0,0,20.4
493,182.0,6,repaid,368,0.0,4,single,none,building society savings,38,none,own,1,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
494,-12.0,12,critical,2122,11.0,3,single,none,real estate,39,none,rent,2,0,2,no,unskilled resident,male,6,30,0,car (new),1,0,0,0,20.4
495,-26.0,24,repaid,2996,0.0,2,married,none,other,20,none,own,1,1,1,yes,skilled employee,male,96,30,0,furniture,1,0,1,0,56.400000000000006
496,74.0,36,repaid,9034,305.0,4,single,co-applicant,other,29,none,rent,1,1,1,yes,mangement self-employed,male,6,6,1,furniture,0,0,0,0,6.0
497,0.0,24,critical,1585,30.0,4,single,none,building society savings,40,none,own,2,0,1,yes,skilled employee,male,24,30,0,furniture,1,0,1,0,27.6
498,153.0,18,repaid,1301,88.0,4,married,guarantor,real estate,32,none,own,1,0,1,yes,unskilled resident,male,6,120,0,radio/tv,1,0,0,0,74.4
499,288.0,6,critical,1323,283.0,2,divorced,none,other,28,none,own,2,0,2,yes,skilled employee,male,96,120,1,car (new),1,0,1,0,110.4
500,-4.0,24,repaid,3123,60.0,4,single,none,building society savings,27,none,own,1,1,1,yes,skilled employee,female,6,6,0,car (new),0,0,0,0,6.0
501,-20.0,36,repaid,5493,51.0,2,single,none,other,42,none,for free,1,0,2,yes,skilled employee,male,96,120,0,car (used),1,0,1,0,110.4
502,495.0,9,repaid,1126,106.0,2,divorced,none,real estate,49,none,own,1,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
503,148.0,24,critical,1216,329.0,4,single,none,other,38,bank,own,2,1,2,yes,skilled employee,male,96,6,0,radio/tv,0,0,1,0,42.00000000000001
504,-30.0,24,repaid,1207,48.0,4,single,none,building society savings,24,none,rent,1,1,1,yes,skilled employee,female,96,6,0,car (new),0,0,1,0,42.00000000000001
505,0.0,10,repaid,1309,0.0,4,single,guarantor,building society savings,27,none,own,1,1,1,yes,unskilled resident,male,96,30,0,car (new),1,0,1,0,56.400000000000006
506,562.0,15,critical,2360,559.0,2,single,none,other,36,none,own,1,0,1,yes,skilled employee,male,6,30,1,car (used),1,0,0,0,20.4
507,190.0,15,fully repaid this bank,6850,219.0,1,single,none,building society savings,34,none,own,1,1,2,yes,mangement self-employed,male,6,0,1,car (new),0,1,0,0,2.4000000000000004
508,0.0,24,repaid,1413,76.0,4,married,none,building society savings,28,none,own,1,0,1,yes,skilled employee,male,6,30,0,radio/tv,1,0,0,0,20.4
509,0.0,39,repaid,8588,206.0,4,single,none,other,45,none,own,1,0,1,yes,mangement self-employed,male,6,120,1,car (used),1,0,0,0,74.4
510,-34.0,12,repaid,759,46.0,4,single,none,real estate,26,none,own,1,1,1,yes,skilled employee,male,6,66,0,car (new),1,0,0,0,42.0
511,0.0,36,repaid,4686,83.0,2,single,none,other,32,none,for free,1,0,1,yes,mangement self-employed,male,6,30,1,car (used),1,0,0,0,20.4
512,435.0,15,repaid,2687,70.0,2,single,none,building society savings,26,none,rent,1,0,1,yes,skilled employee,male,60,66,1,business,1,0,1,0,63.6
513,108.0,12,delayed,585,30.0,4,married,co-applicant,real estate,20,none,rent,2,0,1,yes,skilled employee,male,96,30,0,radio/tv,1,0,1,0,56.400000000000006
514,0.0,24,repaid,2255,0.0,4,single,none,building society savings,54,none,own,1,0,1,yes,skilled employee,male,6,6,0,car (new),0,0,0,0,6.0
515,-32.0,6,critical,609,65.0,4,single,none,building society savings,37,none,own,2,0,1,no,skilled employee,female,24,66,0,car (new),1,0,1,0,49.2
516,-38.0,6,critical,1361,19.0,2,single,none,real estate,40,none,own,1,0,2,no,unskilled resident,male,96,6,0,car (new),0,0,1,0,42.00000000000001
517,0.0,36,critical,7127,52.0,2,single,none,building society savings,23,none,rent,2,1,1,yes,skilled employee,female,96,0,1,furniture,0,1,1,0,38.400000000000006
518,-22.0,6,repaid,1203,199.0,3,single,none,building society savings,43,none,own,1,0,1,yes,skilled employee,male,6,120,1,car (new),1,0,0,0,74.4
519,0.0,6,critical,700,0.0,4,single,none,other,36,none,for free,2,0,1,yes,skilled employee,male,96,120,0,radio/tv,1,0,1,0,110.4
520,0.0,24,critical,5507,25.0,3,single,none,other,44,none,for free,2,0,1,yes,skilled employee,male,96,120,0,repairs,1,0,1,0,110.4
521,-39.0,18,repaid,3190,89.0,2,single,none,real estate,24,none,own,1,1,1,yes,skilled employee,female,6,30,0,radio/tv,1,0,0,0,20.4
522,-24.0,48,fully repaid,7119,55.0,3,single,none,other,53,none,for free,2,1,2,yes,skilled employee,male,96,30,0,furniture,1,0,1,0,56.400000000000006
523,0.0,24,repaid,3488,361.0,3,single,none,other,23,none,own,1,0,1,yes,skilled employee,female,96,66,0,car (used),1,0,1,0,78.0
524,22.0,18,repaid,1113,40.0,4,single,guarantor,real estate,26,none,own,1,0,2,yes,unskilled resident,female,96,30,0,radio/tv,1,0,1,0,56.400000000000006
525,29.0,26,repaid,7966,86.0,2,single,none,other,30,none,own,2,0,1,yes,skilled employee,male,24,6,0,car (used),0,0,1,0,13.200000000000001
526,0.0,15,critical,1532,410.0,4,single,none,other,31,none,own,1,0,1,yes,skilled employee,female,24,30,0,education,1,0,1,0,27.6
527,0.0,4,critical,1503,57.0,2,single,none,real estate,42,none,own,2,0,2,yes,unskilled resident,male,6,66,0,radio/tv,1,0,0,0,42.0
528,-22.0,36,repaid,2302,73.0,4,divorced,none,other,31,none,rent,1,1,1,yes,skilled employee,male,60,30,0,radio/tv,1,0,1,0,42.0
529,-39.0,6,repaid,662,13.0,3,single,none,real estate,41,none,own,1,0,2,yes,unskilled resident,male,96,6,1,car (new),0,0,1,0,42.00000000000001
530,127.0,36,repaid,2273,57.0,3,single,none,other,32,none,own,2,0,2,yes,skilled employee,male,6,30,0,education,1,0,0,0,20.4
531,192.0,15,repaid,2631,214.0,2,single,none,other,28,none,rent,2,1,1,yes,skilled employee,female,96,30,1,car (new),1,0,1,0,56.400000000000006
532,0.0,12,delayed,1503,17.0,4,married,none,real estate,41,none,rent,1,0,1,yes,skilled employee,male,96,30,0,car (used),1,0,1,0,56.400000000000006
533,0.0,24,repaid,1311,164.0,4,married,none,building society savings,26,none,own,1,0,1,yes,skilled employee,male,24,66,1,radio/tv,1,0,1,0,49.2
534,0.0,24,repaid,3105,0.0,4,single,none,other,25,none,own,2,0,1,yes,skilled employee,male,6,6,0,radio/tv,0,0,0,0,6.0
535,821.0,21,critical,2319,29.0,2,divorced,none,other,33,none,rent,1,1,1,yes,skilled employee,male,6,6,0,education,0,0,0,0,6.0
536,-9.0,6,repaid,1374,0.0,4,single,none,building society savings,75,none,own,1,0,1,yes,mangement self-employed,female,24,0,1,car (new),0,1,1,0,9.600000000000001
537,71.0,18,critical,3612,19.0,3,single,none,building society savings,37,none,own,1,0,1,yes,skilled employee,female,96,120,1,furniture,1,0,1,0,110.4
538,-43.0,48,repaid,7763,19.0,4,single,none,other,42,bank,for free,1,1,1,yes,mangement self-employed,male,96,120,0,car (new),1,0,1,0,110.4
539,782.0,18,repaid,3049,5.0,1,single,none,building society savings,45,stores,own,1,0,1,yes,unskilled resident,female,6,6,0,furniture,0,0,0,0,6.0
540,2.0,12,repaid,1534,57.0,1,married,none,real estate,23,none,rent,1,1,1,yes,skilled employee,male,6,6,0,radio/tv,0,0,0,0,6.0
541,0.0,24,delayed,2032,71.0,4,single,none,other,60,none,for free,2,0,1,yes,skilled employee,male,96,120,1,car (new),1,0,1,0,110.4
542,-22.0,30,repaid,6350,0.0,4,single,none,building society savings,31,none,own,1,1,1,yes,skilled employee,male,96,120,0,furniture,1,0,1,0,110.4
543,989.0,18,repaid,2864,80.0,2,single,none,real estate,34,none,own,1,1,2,yes,unskilled resident,male,6,30,0,furniture,1,0,0,0,20.4
